!DownloadDisplay,Copyright,Country,Dataset (Source/Database Name),Definition,Forecast Starts From,Indicators,Methodology Notes,Quantity,Year,Min. Sort order
"5,617.99","Historical data has been sourced from 'Ministry Of Finance, Arab Republic Of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis based on information from Ministry Of Finance, Arab Republic Of Egypt","Exports of goods and services consist of sales, barter, or gifts or grants, of goods and services from residents to non-residents. The treatment of exports and imports in the SNA is generally identical with that in the balance of payments accounts as described in the Balance of Payments Manual.",2018,Exports of goods and services (LCU), ,Currency (EGP) - Millions,1982,16
"5,033.99","Historical data has been sourced from 'Ministry Of Finance, Arab Republic Of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis based on information from Ministry Of Finance, Arab Republic Of Egypt","Exports of goods and services consist of sales, barter, or gifts or grants, of goods and services from residents to non-residents. The treatment of exports and imports in the SNA is generally identical with that in the balance of payments accounts as described in the Balance of Payments Manual.",2018,Exports of goods and services (LCU), ,Currency (EGP) - Millions,1980,16
"3,776.99","Historical data has been sourced from 'Ministry Of Finance, Arab Republic Of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis based on information from Ministry Of Finance, Arab Republic Of Egypt","Exports of goods and services consist of sales, barter, or gifts or grants, of goods and services from residents to non-residents. The treatment of exports and imports in the SNA is generally identical with that in the balance of payments accounts as described in the Balance of Payments Manual.",2018,Exports of goods and services (LCU), ,Currency (EGP) - Millions,1979,16
"2,130","Historical data has been sourced from 'Ministry Of Finance, Arab Republic Of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis based on information from Ministry Of Finance, Arab Republic Of Egypt","Exports of goods and services consist of sales, barter, or gifts or grants, of goods and services from residents to non-residents. The treatment of exports and imports in the SNA is generally identical with that in the balance of payments accounts as described in the Balance of Payments Manual.",2018,Exports of goods and services (LCU), ,Currency (EGP) - Millions,1978,16
"1,875.99","Historical data has been sourced from 'Ministry Of Finance, Arab Republic Of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis based on information from Ministry Of Finance, Arab Republic Of Egypt","Exports of goods and services consist of sales, barter, or gifts or grants, of goods and services from residents to non-residents. The treatment of exports and imports in the SNA is generally identical with that in the balance of payments accounts as described in the Balance of Payments Manual.",2018,Exports of goods and services (LCU), ,Currency (EGP) - Millions,1977,16
"1,498","Historical data has been sourced from 'Ministry Of Finance, Arab Republic Of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis based on information from Ministry Of Finance, Arab Republic Of Egypt","Exports of goods and services consist of sales, barter, or gifts or grants, of goods and services from residents to non-residents. The treatment of exports and imports in the SNA is generally identical with that in the balance of payments accounts as described in the Balance of Payments Manual.",2018,Exports of goods and services (LCU), ,Currency (EGP) - Millions,1976,16
"1,262,133.31","Historical data has been sourced from 'Ministry Of Finance, Arab Republic Of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis based on information from Ministry Of Finance, Arab Republic Of Egypt","Exports of goods and services consist of sales, barter, or gifts or grants, of goods and services from residents to non-residents. The treatment of exports and imports in the SNA is generally identical with that in the balance of payments accounts as described in the Balance of Payments Manual.",2018,Exports of goods and services (LCU), ,Currency (EGP) - Millions,2025,16
"1,190,653.15","Historical data has been sourced from 'Ministry Of Finance, Arab Republic Of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis based on information from Ministry Of Finance, Arab Republic Of Egypt","Exports of goods and services consist of sales, barter, or gifts or grants, of goods and services from residents to non-residents. The treatment of exports and imports in the SNA is generally identical with that in the balance of payments accounts as described in the Balance of Payments Manual.",2018,Exports of goods and services (LCU), ,Currency (EGP) - Millions,2024,16
"1,123,221.22","Historical data has been sourced from 'Ministry Of Finance, Arab Republic Of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis based on information from Ministry Of Finance, Arab Republic Of Egypt","Exports of goods and services consist of sales, barter, or gifts or grants, of goods and services from residents to non-residents. The treatment of exports and imports in the SNA is generally identical with that in the balance of payments accounts as described in the Balance of Payments Manual.",2018,Exports of goods and services (LCU), ,Currency (EGP) - Millions,2023,16
"1,059,608.26","Historical data has been sourced from 'Ministry Of Finance, Arab Republic Of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis based on information from Ministry Of Finance, Arab Republic Of Egypt","Exports of goods and services consist of sales, barter, or gifts or grants, of goods and services from residents to non-residents. The treatment of exports and imports in the SNA is generally identical with that in the balance of payments accounts as described in the Balance of Payments Manual.",2018,Exports of goods and services (LCU), ,Currency (EGP) - Millions,2022,16
"1,052.99","Historical data has been sourced from 'Ministry Of Finance, Arab Republic Of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis based on information from Ministry Of Finance, Arab Republic Of Egypt","Exports of goods and services consist of sales, barter, or gifts or grants, of goods and services from residents to non-residents. The treatment of exports and imports in the SNA is generally identical with that in the balance of payments accounts as described in the Balance of Payments Manual.",2018,Exports of goods and services (LCU), ,Currency (EGP) - Millions,1975,16
,"Historical data has been sourced from 'Ministry Of Finance, Arab Republic Of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis based on information from Ministry Of Finance, Arab Republic Of Egypt","Exports of goods and services consist of sales, barter, or gifts or grants, of goods and services from residents to non-residents. The treatment of exports and imports in the SNA is generally identical with that in the balance of payments accounts as described in the Balance of Payments Manual.",2018,Exports of goods and services (LCU), ,Currency (EGP) - Millions,1964,16
,"Historical data has been sourced from 'Ministry Of Finance, Arab Republic Of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis based on information from Ministry Of Finance, Arab Republic Of Egypt","Exports of goods and services consist of sales, barter, or gifts or grants, of goods and services from residents to non-residents. The treatment of exports and imports in the SNA is generally identical with that in the balance of payments accounts as described in the Balance of Payments Manual.",2018,Exports of goods and services (LCU), ,Currency (EGP) - Millions,1963,16
,"Historical data has been sourced from 'Ministry Of Finance, Arab Republic Of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis based on information from Ministry Of Finance, Arab Republic Of Egypt","Exports of goods and services consist of sales, barter, or gifts or grants, of goods and services from residents to non-residents. The treatment of exports and imports in the SNA is generally identical with that in the balance of payments accounts as described in the Balance of Payments Manual.",2018,Exports of goods and services (LCU), ,Currency (EGP) - Millions,1962,16
,"Historical data has been sourced from 'Ministry Of Finance, Arab Republic Of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis based on information from Ministry Of Finance, Arab Republic Of Egypt","Exports of goods and services consist of sales, barter, or gifts or grants, of goods and services from residents to non-residents. The treatment of exports and imports in the SNA is generally identical with that in the balance of payments accounts as described in the Balance of Payments Manual.",2018,Exports of goods and services (LCU), ,Currency (EGP) - Millions,1961,16
,"Historical data has been sourced from 'Ministry Of Finance, Arab Republic Of Egypt' and forecast data is owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,"GlobalData analysis based on information from Ministry Of Finance, Arab Republic Of Egypt","Exports of goods and services consist of sales, barter, or gifts or grants, of goods and services from residents to non-residents. The treatment of exports and imports in the SNA is generally identical with that in the balance of payments accounts as described in the Balance of Payments Manual.",2018,Exports of goods and services (LCU), ,Currency (EGP) - Millions,1960,16
